image_path,label,label_name,source,gender,age,dob,aadhaar_num,face_file,notes
output\real\real_synth_0121.jpg,0,real,synthetic,male,23,19/12/2002,5308 3301 6579,thispersondoesnotexist - 2026-04-20T012249.129.jpg,consistent|name_gender=male|face_age=23
output\real\real_synth_0122.jpg,0,real,synthetic,male,32,30/09/1997,4677 3454 0199,thispersondoesnotexist - 2026-04-20T012255.902.jpg,consistent|name_gender=male|face_age=32
output\real\real_synth_0123.jpg,0,real,synthetic,female,28,30/01/1996,4620 6724 0045,thispersondoesnotexist - 2026-04-20T012429.624.jpg,consistent|name_gender=female|face_age=28
output\real\real_synth_0124.jpg,0,real,synthetic,male,25,18/11/2001,9287 4315 2740,thispersondoesnotexist (89).jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0125.jpg,0,real,synthetic,female,40,19/05/1987,5296 6851 6124,thispersondoesnotexist - 2026-04-19T225326.940.jpg,consistent|name_gender=female|face_age=40
output\real\real_synth_0126.jpg,0,real,synthetic,female,31,09/01/1997,8374 5499 0450,thispersondoesnotexist (95).jpg,consistent|name_gender=female|face_age=31
output\real\real_synth_0127.jpg,0,real,synthetic,male,38,10/08/1991,4684 1459 3321,thispersondoesnotexist - 2026-04-20T012650.305.jpg,consistent|name_gender=male|face_age=38
output\real\real_synth_0128.jpg,0,real,synthetic,female,20,12/10/2004,8878 3391 8789,thispersondoesnotexist - 2026-04-20T012659.386.jpg,consistent|name_gender=female|face_age=20
output\real\real_synth_0129.jpg,0,real,synthetic,male,34,27/01/1995,5982 2587 1397,thispersondoesnotexist - 2026-04-19T230511.987.jpg,consistent|name_gender=male|face_age=34
output\real\real_synth_0130.jpg,0,real,synthetic,female,24,15/01/2002,4867 9087 4060,thispersondoesnotexist (10).jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0131.jpg,0,real,synthetic,female,32,19/04/1992,3065 1801 7049,thispersondoesnotexist - 2026-04-20T012231.741.jpg,consistent|name_gender=female|face_age=32
output\real\real_synth_0132.jpg,0,real,synthetic,male,27,24/11/1996,8567 6618 2514,thispersondoesnotexist - 2026-04-19T230903.809.jpg,consistent|name_gender=male|face_age=27
output\real\real_synth_0133.jpg,0,real,synthetic,female,15,24/03/2010,5004 7868 6335,thispersondoesnotexist (71).jpg,consistent|name_gender=female|face_age=15
output\real\real_synth_0134.jpg,0,real,synthetic,male,21,30/04/2006,3069 0331 1900,thispersondoesnotexist (96).jpg,consistent|name_gender=male|face_age=21
output\real\real_synth_0135.jpg,0,real,synthetic,female,27,08/01/1997,2673 8302 8437,thispersondoesnotexist - 2026-04-19T230517.226.jpg,consistent|name_gender=female|face_age=27
output\real\real_synth_0136.jpg,0,real,synthetic,male,25,27/11/1998,7342 8364 4081,thispersondoesnotexist - 2026-04-19T230504.295.jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0137.jpg,0,real,synthetic,male,30,16/09/1996,2568 5662 4620,thispersondoesnotexist (50).jpg,consistent|name_gender=male|face_age=30
output\real\real_synth_0138.jpg,0,real,synthetic,male,46,05/12/1981,9086 6882 6349,thispersondoesnotexist - 2026-04-20T012439.447.jpg,consistent|name_gender=male|face_age=46
output\real\real_synth_0139.jpg,0,real,synthetic,male,26,28/08/2003,7183 0469 9011,thispersondoesnotexist (86).jpg,consistent|name_gender=male|face_age=26
output\real\real_synth_0140.jpg,0,real,synthetic,male,23,18/11/2001,5735 4033 1732,thispersondoesnotexist - 2026-04-20T012435.870.jpg,consistent|name_gender=male|face_age=23
output\real\real_synth_0141.jpg,0,real,synthetic,female,25,25/06/2000,6678 5445 8772,thispersondoesnotexist (58).jpg,consistent|name_gender=female|face_age=25
output\real\real_synth_0142.jpg,0,real,synthetic,male,24,30/06/2002,5556 0932 0480,thispersondoesnotexist (100).jpg,consistent|name_gender=male|face_age=24
output\real\real_synth_0143.jpg,0,real,synthetic,female,30,08/06/1998,8937 8547 7729,thispersondoesnotexist - 2026-04-19T230512.622.jpg,consistent|name_gender=female|face_age=30
output\real\real_synth_0144.jpg,0,real,synthetic,female,41,16/09/1983,4808 0100 6236,thispersondoesnotexist - 2026-04-19T225431.234.jpg,consistent|name_gender=female|face_age=41
output\real\real_synth_0145.jpg,0,real,synthetic,female,28,17/04/2001,9509 9770 0882,thispersondoesnotexist - 2026-04-20T012501.644.jpg,consistent|name_gender=female|face_age=28
output\real\real_synth_0146.jpg,0,real,synthetic,male,32,09/12/1993,6086 2118 2334,thispersondoesnotexist - 2026-04-19T230503.527.jpg,consistent|name_gender=male|face_age=32
output\real\real_synth_0147.jpg,0,real,synthetic,female,25,03/07/2002,7679 3341 0166,thispersondoesnotexist - 2026-04-20T012223.720.jpg,consistent|name_gender=female|face_age=25
output\real\real_synth_0148.jpg,0,real,synthetic,male,33,21/01/1993,2217 6591 8031,thispersondoesnotexist - 2026-04-19T230801.829.jpg,consistent|name_gender=male|face_age=33
output\real\real_synth_0149.jpg,0,real,synthetic,female,34,02/05/1992,3489 0250 3921,thispersondoesnotexist (87).jpg,consistent|name_gender=female|face_age=34
output\real\real_synth_0150.jpg,0,real,synthetic,female,24,08/10/2004,8856 2185 0169,thispersondoesnotexist (59).jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0151.jpg,0,real,synthetic,male,46,31/10/1979,8504 7735 8667,thispersondoesnotexist (53).jpg,consistent|name_gender=male|face_age=46
output\real\real_synth_0152.jpg,0,real,synthetic,male,16,03/07/2008,6311 4262 6551,thispersondoesnotexist (12).jpg,consistent|name_gender=male|face_age=16
output\real\real_synth_0153.jpg,0,real,synthetic,male,24,12/08/2003,6121 2678 8866,thispersondoesnotexist - 2026-04-20T012619.057.jpg,consistent|name_gender=male|face_age=24
output\real\real_synth_0154.jpg,0,real,synthetic,male,25,03/09/2002,7604 6618 3981,thispersondoesnotexist - 2026-04-19T225434.172.jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0155.jpg,0,real,synthetic,female,25,09/03/2003,6472 1264 6477,thispersondoesnotexist - 2026-04-20T012304.090.jpg,consistent|name_gender=female|face_age=25
output\real\real_synth_0156.jpg,0,real,synthetic,female,31,21/12/1997,9993 7124 0650,thispersondoesnotexist - 2026-04-20T012500.313.jpg,consistent|name_gender=female|face_age=31
output\real\real_synth_0157.jpg,0,real,synthetic,female,33,14/06/1993,4459 3752 6548,thispersondoesnotexist - 2026-04-19T225324.391.jpg,consistent|name_gender=female|face_age=33
output\real\real_synth_0158.jpg,0,real,synthetic,female,35,09/07/1992,8519 3982 8078,thispersondoesnotexist - 2026-04-19T225326.324.jpg,consistent|name_gender=female|face_age=35
output\real\real_synth_0159.jpg,0,real,synthetic,male,33,03/12/1990,8724 3426 6173,thispersondoesnotexist - 2026-04-20T012232.776.jpg,consistent|name_gender=male|face_age=33
output\real\real_synth_0160.jpg,0,real,synthetic,female,18,30/09/2007,8805 8911 3520,thispersondoesnotexist - 2026-04-20T012315.865.jpg,consistent|name_gender=female|face_age=18
output\real\real_synth_0161.jpg,0,real,synthetic,male,33,13/11/1991,7610 1438 8890,thispersondoesnotexist - 2026-04-20T012710.502.jpg,consistent|name_gender=male|face_age=33
output\real\real_synth_0162.jpg,0,real,synthetic,male,22,25/08/2004,4507 1461 1257,thispersondoesnotexist - 2026-04-20T012258.820.jpg,consistent|name_gender=male|face_age=22
output\real\real_synth_0163.jpg,0,real,synthetic,female,24,17/04/1999,9571 7751 4017,thispersondoesnotexist - 2026-04-20T012246.273.jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0164.jpg,0,real,synthetic,female,25,26/11/2004,4382 8258 6730,thispersondoesnotexist - 2026-04-20T012226.672.jpg,consistent|name_gender=female|face_age=25
output\real\real_synth_0165.jpg,0,real,synthetic,male,29,22/11/1999,8609 3796 6032,thispersondoesnotexist (72).jpg,consistent|name_gender=male|face_age=29
output\real\real_synth_0166.jpg,0,real,synthetic,male,44,19/02/1979,3825 5371 4787,thispersondoesnotexist (51).jpg,consistent|name_gender=male|face_age=44
output\real\real_synth_0167.jpg,0,real,synthetic,female,31,19/07/1994,3557 9249 9121,thispersondoesnotexist - 2026-04-20T012706.300.jpg,consistent|name_gender=female|face_age=31
output\real\real_synth_0168.jpg,0,real,synthetic,male,26,06/02/2001,7286 6929 6627,thispersondoesnotexist (45).jpg,consistent|name_gender=male|face_age=26
output\real\real_synth_0169.jpg,0,real,synthetic,male,28,30/11/1996,4827 4225 7903,thispersondoesnotexist - 2026-04-20T012433.059.jpg,consistent|name_gender=male|face_age=28
output\real\real_synth_0170.jpg,0,real,synthetic,male,15,27/04/2013,8887 6767 7219,thispersondoesnotexist - 2026-04-20T012441.405.jpg,consistent|name_gender=male|face_age=15
output\real\real_synth_0171.jpg,0,real,synthetic,female,30,09/01/1997,5842 7978 8194,thispersondoesnotexist (65).jpg,consistent|name_gender=female|face_age=30
output\real\real_synth_0172.jpg,0,real,synthetic,female,34,18/06/1989,2783 6134 0742,thispersondoesnotexist - 2026-04-19T224931.103.jpg,consistent|name_gender=female|face_age=34
output\real\real_synth_0173.jpg,0,real,synthetic,female,22,25/02/2004,5395 9629 2336,thispersondoesnotexist - 2026-04-19T230901.939.jpg,consistent|name_gender=female|face_age=22
output\real\real_synth_0174.jpg,0,real,synthetic,female,21,20/05/2004,4544 9481 2603,thispersondoesnotexist - 2026-04-19T224927.697.jpg,consistent|name_gender=female|face_age=21
output\real\real_synth_0175.jpg,0,real,synthetic,female,33,08/03/1991,4536 7294 6678,thispersondoesnotexist - 2026-04-19T225322.548.jpg,consistent|name_gender=female|face_age=33
output\real\real_synth_0176.jpg,0,real,synthetic,male,22,24/09/2004,6577 5901 7510,thispersondoesnotexist - 2026-04-20T012302.350.jpg,consistent|name_gender=male|face_age=22
output\real\real_synth_0177.jpg,0,real,synthetic,male,25,16/04/1998,6545 8929 7506,thispersondoesnotexist - 2026-04-20T012633.667.jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0178.jpg,0,real,synthetic,female,28,01/08/1995,3277 0632 4244,thispersondoesnotexist (66).jpg,consistent|name_gender=female|face_age=28
output\real\real_synth_0179.jpg,0,real,synthetic,male,37,12/02/1990,4064 3611 0372,thispersondoesnotexist - 2026-04-20T012508.183.jpg,consistent|name_gender=male|face_age=37
output\real\real_synth_0180.jpg,0,real,synthetic,male,25,22/09/2003,9005 1627 1365,thispersondoesnotexist - 2026-04-20T012626.198.jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0181.jpg,0,real,synthetic,female,30,12/06/1999,6262 2189 0927,thispersondoesnotexist - 2026-04-20T012455.911.jpg,consistent|name_gender=female|face_age=30
output\real\real_synth_0182.jpg,0,real,synthetic,male,25,24/11/2003,4697 3112 1961,thispersondoesnotexist (64).jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0183.jpg,0,real,synthetic,male,30,08/03/1993,6138 9994 0434,thispersondoesnotexist - 2026-04-19T225439.433.jpg,consistent|name_gender=male|face_age=30
output\real\real_synth_0184.jpg,0,real,synthetic,male,38,02/11/1989,5761 3791 8056,thispersondoesnotexist (68).jpg,consistent|name_gender=male|face_age=38
output\real\real_synth_0185.jpg,0,real,synthetic,male,35,14/10/1988,7827 1091 0434,thispersondoesnotexist - 2026-04-20T012330.407.jpg,consistent|name_gender=male|face_age=35
output\real\real_synth_0186.jpg,0,real,synthetic,female,28,21/05/1997,8661 8892 4141,thispersondoesnotexist (3).jpg,consistent|name_gender=female|face_age=28
output\real\real_synth_0187.jpg,0,real,synthetic,female,30,18/03/1993,7691 4630 3164,thispersondoesnotexist - 2026-04-20T012452.019.jpg,consistent|name_gender=female|face_age=30
output\real\real_synth_0188.jpg,0,real,synthetic,male,31,10/01/1994,4102 0275 8844,thispersondoesnotexist - 2026-04-20T012434.200.jpg,consistent|name_gender=male|face_age=31
output\real\real_synth_0189.jpg,0,real,synthetic,female,31,24/05/1993,3056 4814 9177,thispersondoesnotexist (35).jpg,consistent|name_gender=female|face_age=31
output\real\real_synth_0190.jpg,0,real,synthetic,female,24,28/08/2005,4524 1913 8004,thispersondoesnotexist - 2026-04-20T012247.911.jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0191.jpg,0,real,synthetic,female,24,13/06/2002,4208 6353 6546,thispersondoesnotexist - 2026-04-19T230803.666.jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0192.jpg,0,real,synthetic,female,24,22/09/2005,2238 0617 4455,thispersondoesnotexist - 2026-04-20T012310.251.jpg,consistent|name_gender=female|face_age=24
output\real\real_synth_0193.jpg,0,real,synthetic,male,23,07/06/2006,6949 3759 7385,thispersondoesnotexist - 2026-04-20T012628.587.jpg,consistent|name_gender=male|face_age=23
output\real\real_synth_0194.jpg,0,real,synthetic,male,49,08/01/1977,7050 6413 8360,thispersondoesnotexist - 2026-04-19T224934.489.jpg,consistent|name_gender=male|face_age=49
output\real\real_synth_0195.jpg,0,real,synthetic,female,27,03/05/1997,2386 5719 1823,thispersondoesnotexist - 2026-04-20T012621.952.jpg,consistent|name_gender=female|face_age=27
output\real\real_synth_0196.jpg,0,real,synthetic,female,31,14/01/1994,4344 5655 7436,thispersondoesnotexist - 2026-04-19T230447.795.jpg,consistent|name_gender=female|face_age=31
output\real\real_synth_0197.jpg,0,real,synthetic,male,44,04/10/1979,4127 7561 8536,thispersondoesnotexist - 2026-04-20T012244.325.jpg,consistent|name_gender=male|face_age=44
output\real\real_synth_0198.jpg,0,real,synthetic,male,25,03/02/2002,4490 3521 3568,thispersondoesnotexist - 2026-04-19T230510.036.jpg,consistent|name_gender=male|face_age=25
output\real\real_synth_0199.jpg,0,real,synthetic,male,24,01/03/2003,8788 3171 2102,thispersondoesnotexist (24).jpg,consistent|name_gender=male|face_age=24
output\real\real_synth_0200.jpg,0,real,synthetic,female,40,27/04/1988,8519 9410 1376,thispersondoesnotexist - 2026-04-19T230804.327.jpg,consistent|name_gender=female|face_age=40
output\fake\fake_0001.jpg,1,fake,synthetic,female,33,08/10/1993,2686 8793 7417,thispersondoesnotexist - 2026-04-19T224928.440.jpg,cats=structural+image_quality+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0002.jpg,1,fake,synthetic,male,29,09/10/1999,7116 8685 4874,thispersondoesnotexist (72).jpg,cats=image_quality+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0003.jpg,1,fake,synthetic,male,29,22/12/1968,8299 6065 3077,thispersondoesnotexist - 2026-04-19T225435.943.jpg,cats=structural+semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0004.jpg,1,fake,synthetic,male,32,21/10/1994,3373 6785 0826,thispersondoesnotexist - 2026-04-20T012255.902.jpg,cats=partial_editing+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0005.jpg,1,fake,synthetic,male,23,27/12/1976,5457 8610 3573,thispersondoesnotexist - 2026-04-20T012435.870.jpg,cats=semantic+structural+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0006.jpg,1,fake,synthetic,male,44,10/08/1953,8800 7229 0345,thispersondoesnotexist (34).jpg,cats=image_quality+partial_editing+structural|card_gender=Male|face_gender=male
output\fake\fake_0007.jpg,1,fake,synthetic,male,23,10/10/2002,6171 5454 4436,thispersondoesnotexist - 2026-04-20T012252.520.jpg,cats=text_tampering+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0008.jpg,1,fake,synthetic,female,25,24/07/2001,2993 5387 5849,thispersondoesnotexist - 2026-04-20T012724.036.jpg,cats=structural+semantic|card_gender=Male|face_gender=female
output\fake\fake_0009.jpg,1,fake,synthetic,female,42,08/02/1982,3738 1684 60,thispersondoesnotexist - 2026-04-19T230807.032.jpg,cats=semantic+image_quality+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0010.jpg,1,fake,synthetic,male,21,01/01/2003,9432 9271 2960,thispersondoesnotexist (96).jpg,cats=face_tampering+border_crop+semantic|card_gender=Female|face_gender=male
output\fake\fake_0011.jpg,1,fake,synthetic,female,57,17/07/1972,6210 4478 9856,thispersondoesnotexist - 2026-04-19T230454.755.jpg,cats=structural+border_crop+face_tampering|card_gender=Female|face_gender=female
output\fake\fake_0012.jpg,1,fake,synthetic,male,49,13/01/1975,2461 8499 26,thispersondoesnotexist - 2026-04-19T224934.489.jpg,cats=face_tampering+text_tampering+semantic|card_gender=Male|face_gender=male
output\fake\fake_0013.jpg,1,fake,synthetic,male,25,10/07/1999,4087 3753 0010,thispersondoesnotexist - 2026-04-20T012338.497.jpg,cats=image_quality+semantic|card_gender=Female|face_gender=male
output\fake\fake_0014.jpg,1,fake,synthetic,female,29,04/01/1997,4045 5611 0023,thispersondoesnotexist - 2026-04-20T012346.689.jpg,cats=face_tampering+structural|card_gender=Female|face_gender=female
output\fake\fake_0015.jpg,1,fake,synthetic,female,29,31/07/1997,9467 6212 0218,thispersondoesnotexist (17).jpg,cats=structural+text_tampering+face_tampering|card_gender=Female|face_gender=female
output\fake\fake_0016.jpg,1,fake,synthetic,female,33,11/11/1994,2899 3588 9165,thispersondoesnotexist (78).jpg,cats=text_tampering+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0017.jpg,1,fake,synthetic,male,29,13/11/1996,8317 7971 7751,thispersondoesnotexist - 2026-04-20T012314.205.jpg,cats=border_crop+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0018.jpg,1,fake,synthetic,male,25,17/09/1966,2375 8997 5719,thispersondoesnotexist - 2026-04-19T225434.172.jpg,cats=image_quality+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0019.jpg,1,fake,synthetic,male,18,24/12/2005,3779 8270 8089 7,thispersondoesnotexist - 2026-04-19T225437.062.jpg,cats=semantic+face_tampering+structural|card_gender=Male|face_gender=male
output\fake\fake_0020.jpg,1,fake,synthetic,female,33,20/10/1991,6858 3339 45,thispersondoesnotexist - 2026-04-19T225445.673.jpg,cats=semantic+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0021.jpg,1,fake,synthetic,female,30,21/12/2021,8200 3424 4205,thispersondoesnotexist (16).jpg,cats=partial_editing+text_tampering+face_tampering|card_gender=Female|face_gender=female
output\fake\fake_0022.jpg,1,fake,synthetic,male,46,02/09/1981,3228 1606 48,thispersondoesnotexist (53).jpg,cats=partial_editing+semantic|card_gender=Male|face_gender=male
output\fake\fake_0023.jpg,1,fake,synthetic,female,39,05/01/1989,7909 4798 5152,thispersondoesnotexist - 2026-04-20T012416.386.jpg,cats=border_crop+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0024.jpg,1,fake,synthetic,female,30,18/09/2021,7616 4840 8589,thispersondoesnotexist (85).jpg,cats=text_tampering+partial_editing+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0025.jpg,1,fake,synthetic,male,28,03/02/2001,2919 0158 14,thispersondoesnotexist - 2026-04-19T230809.040.jpg,cats=face_tampering+semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0026.jpg,1,fake,synthetic,female,24,05/11/2003,7368 2223 94,thispersondoesnotexist - 2026-04-19T230803.666.jpg,cats=text_tampering+border_crop+partial_editing|card_gender=Female|face_gender=female
output\fake\fake_0027.jpg,1,fake,synthetic,male,23,15/08/2004,8452 5777 54,thispersondoesnotexist - 2026-04-19T230454.141.jpg,cats=partial_editing+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0028.jpg,1,fake,synthetic,female,29,29/12/1998,3108 0996 9309,thispersondoesnotexist (30).jpg,cats=text_tampering+border_crop+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0029.jpg,1,fake,synthetic,female,29,08/08/1994,3453 0385 6774,thispersondoesnotexist - 2026-04-19T225325.016.jpg,cats=semantic+image_quality|card_gender=Male|face_gender=female
output\fake\fake_0030.jpg,1,fake,synthetic,female,14,13/09/2014,7577 9082 7239,thispersondoesnotexist (19).jpg,cats=text_tampering+partial_editing|card_gender=Female|face_gender=female
output\fake\fake_0031.jpg,1,fake,synthetic,female,24,19/04/2002,4603 0299 2280,thispersondoesnotexist (10).jpg,cats=structural+semantic|card_gender=Male|face_gender=female
output\fake\fake_0032.jpg,1,fake,synthetic,male,24,31/05/2000,3379 7723 6923,thispersondoesnotexist - 2026-04-20T012447.841.jpg,cats=image_quality+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0033.jpg,1,fake,synthetic,female,34,29/08/1994,2881 1729 8067,thispersondoesnotexist - 2026-04-19T224931.103.jpg,cats=face_tampering+semantic+text_tampering|card_gender=Male|face_gender=female
output\fake\fake_0034.jpg,1,fake,synthetic,male,22,12/10/1971,2981 8063 5653,thispersondoesnotexist (77).jpg,cats=semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0035.jpg,1,fake,synthetic,female,30,25/06/1995,8213 7213 8650,thispersondoesnotexist - 2026-04-20T012452.019.jpg,cats=semantic+border_crop|card_gender=Male|face_gender=female
output\fake\fake_0036.jpg,1,fake,synthetic,female,33,30/07/1991,5920 5302 1466 6,thispersondoesnotexist - 2026-04-20T012351.836.jpg,cats=partial_editing+image_quality+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0037.jpg,1,fake,synthetic,male,28,09/01/1997,4681 8184 5183,thispersondoesnotexist (26).jpg,cats=structural+image_quality+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0038.jpg,1,fake,synthetic,female,46,14/06/1977,7880 4341 6514,thispersondoesnotexist (2).jpg,cats=text_tampering+face_tampering|card_gender=Female|face_gender=female
output\fake\fake_0039.jpg,1,fake,synthetic,female,32,07/05/1991,5339 5211 1790,thispersondoesnotexist (81).jpg,cats=image_quality+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0040.jpg,1,fake,synthetic,male,19,09/04/2021,8780 8562 7182,thispersondoesnotexist - 2026-04-19T225322.162.jpg,cats=partial_editing+semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0041.jpg,1,fake,synthetic,female,30,09/07/1997,9292 9314 3867,thispersondoesnotexist - 2026-04-19T230502.596.jpg,cats=partial_editing+image_quality+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0042.jpg,1,fake,synthetic,male,23,20/07/1971,6506 1593 9982,thispersondoesnotexist (54).jpg,cats=border_crop+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0043.jpg,1,fake,synthetic,male,22,04/07/2021,7449 6475 9870,thispersondoesnotexist (70).jpg,cats=semantic+structural+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0044.jpg,1,fake,synthetic,male,28,03/03/1997,8433 4722 8209,thispersondoesnotexist - 2026-04-20T012348.666.jpg,cats=image_quality+structural|card_gender=Male|face_gender=male
output\fake\fake_0045.jpg,1,fake,synthetic,female,27,01/05/2021,6578 3174 5643,thispersondoesnotexist - 2026-04-20T012700.347.jpg,cats=partial_editing+semantic|card_gender=Male|face_gender=female
output\fake\fake_0046.jpg,1,fake,synthetic,male,25,18/01/1998,6484 6312 2419 7,thispersondoesnotexist - 2026-04-20T012630.014.jpg,cats=semantic+image_quality+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0047.jpg,1,fake,synthetic,female,33,24/08/1991,2312 0735 6471,thispersondoesnotexist (5).jpg,cats=text_tampering+image_quality+face_tampering|card_gender=Female|face_gender=female
output\fake\fake_0048.jpg,1,fake,synthetic,male,30,02/12/1998,5718 3764 5206,thispersondoesnotexist (50).jpg,cats=partial_editing+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0049.jpg,1,fake,synthetic,male,43,19/05/1980,2052 8127 3587 3,thispersondoesnotexist - 2026-04-20T012321.338.jpg,cats=semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0050.jpg,1,fake,synthetic,female,27,19/04/1999,4855 7498 2182,thispersondoesnotexist (79).jpg,cats=face_tampering+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0051.jpg,1,fake,synthetic,male,37,25/06/1986,6053 9103 71,thispersondoesnotexist - 2026-04-20T012305.794.jpg,cats=partial_editing+image_quality+semantic|card_gender=Male|face_gender=male
output\fake\fake_0052.jpg,1,fake,synthetic,male,25,04/02/2000,5863 3839 2886,thispersondoesnotexist - 2026-04-19T230510.036.jpg,cats=image_quality+text_tampering+face_tampering|card_gender=Male|face_gender=male
output\fake\fake_0053.jpg,1,fake,synthetic,female,25,11/12/2001,5983 6845 7767,thispersondoesnotexist - 2026-04-20T012304.090.jpg,cats=image_quality+border_crop|card_gender=Female|face_gender=female
output\fake\fake_0054.jpg,1,fake,synthetic,female,30,30/10/1995,5157 2791 9401 0,thispersondoesnotexist - 2026-04-20T012455.911.jpg,cats=partial_editing+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0055.jpg,1,fake,synthetic,male,25,14/04/1967,2604 8058 9252,thispersondoesnotexist (64).jpg,cats=semantic+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0056.jpg,1,fake,synthetic,female,33,09/07/1992,3686 2278 3761,thispersondoesnotexist - 2026-04-19T230802.063.jpg,cats=text_tampering+border_crop|card_gender=Female|face_gender=female
output\fake\fake_0057.jpg,1,fake,synthetic,female,30,20/08/1993,4703 3521 1039,thispersondoesnotexist (21).jpg,cats=structural+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0058.jpg,1,fake,synthetic,male,34,18/05/1991,9920 6980 4204,thispersondoesnotexist - 2026-04-19T230501.812.jpg,cats=partial_editing+image_quality+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0059.jpg,1,fake,synthetic,male,23,02/01/2001,5845 7620 5552,thispersondoesnotexist - 2026-04-20T012249.129.jpg,cats=partial_editing+border_crop+text_tampering|card_gender=Male|face_gender=male
output\fake\fake_0060.jpg,1,fake,synthetic,female,33,07/03/1992,3252 0566 47,thispersondoesnotexist (52).jpg,cats=partial_editing+text_tampering|card_gender=Female|face_gender=female
output\fake\fake_0061.jpg,1,fake,synthetic,male,39,20/10/1986,5933 0517 2896,thispersondoesnotexist - 2026-04-20T012450.381.jpg,cats=image_quality+face_tampering+structural|card_gender=Male|face_gender=male
output\fake\fake_0062.jpg,1,fake,synthetic,female,34,07/11/1990,5127 9757 3663,thispersondoesnotexist (31).jpg,cats=text_tampering+image_quality|card_gender=Female|face_gender=female
output\fake\fake_0063.jpg,1,fake,synthetic,male,30,14/03/1996,6908 2771 8121,thispersondoesnotexist - 2026-04-19T225439.433.jpg,cats=face_tampering+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0064.jpg,1,fake,synthetic,male,37,21/12/1990,4111 7518 6896,thispersondoesnotexist - 2026-04-20T012632.682.jpg,cats=face_tampering+image_quality|card_gender=Male|face_gender=male
output\fake\fake_0065.jpg,1,fake,synthetic,male,31,10/07/1998,9767 1990 38,thispersondoesnotexist - 2026-04-20T012257.955.jpg,cats=text_tampering+image_quality+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0066.jpg,1,fake,synthetic,male,30,28/12/1969,8224 9998 2794,thispersondoesnotexist (46).jpg,cats=border_crop+semantic+partial_editing|card_gender=Male|face_gender=male
output\fake\fake_0067.jpg,1,fake,synthetic,male,26,10/12/1999,5430 1071 3960 5,thispersondoesnotexist - 2026-04-20T012411.059.jpg,cats=text_tampering+image_quality+semantic|card_gender=Male|face_gender=male
output\fake\fake_0068.jpg,1,fake,synthetic,male,46,13/06/1981,2235 5770 2725,thispersondoesnotexist - 2026-04-20T012439.447.jpg,cats=structural+text_tampering+face_tampering|card_gender=Male|face_gender=male
output\fake\fake_0069.jpg,1,fake,synthetic,female,24,04/03/2021,2568 2996 2916,thispersondoesnotexist - 2026-04-20T012246.273.jpg,cats=image_quality+partial_editing+semantic|card_gender=Female|face_gender=female
output\fake\fake_0070.jpg,1,fake,synthetic,male,26,29/08/1997,4357 8452 1823,thispersondoesnotexist - 2026-04-20T012317.709.jpg,cats=image_quality+text_tampering|card_gender=Male|face_gender=male
